edge_critic_loss,edge_policy_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,vehicle_critic_loss,vehicle_policy_loss
3.7982046770028886,0.1808160914520401,2,2,282,2150.8787746429443,3.7893947838963147,0.20899607247607915
3.801502516925179,0.18277131363725757,2,2,283,2163.45112657547,3.7935775318263643,0.21109471429439491
3.8056346402976837,0.19085856817632277,3,3,285,2175.9499740600586,3.7988950662919025,0.215845942329487
3.7998077330905327,0.18806447816458016,3,3,288,2186.1882174015045,3.7922135263293084,0.21130008681160722
3.7970442384367473,0.19222181296893992,3,3,290,2200.6336300373077,3.788631148282769,0.21168509697294552
3.7977022558720384,0.2159046370094559,3,3,293,2224.8046157360077,3.7889802608935907,0.22210836816235494
3.788459019117841,0.22248161043150194,3,3,296,2260.693993330002,3.7761084223178107,0.22355589952053295
3.795174684066504,0.2646357789523255,3,3,300,2271.374769926071,3.787188966107137,0.24345965066868064
3.7592676026836047,0.2577629501861246,3,3,303,2283.633320093155,3.749764270545117,0.24777445043392954
3.7613235209065254,0.3059394377504011,3,3,305,2293.9912962913513,3.751731167850301,0.2827871945554376
3.767031047810269,0.3820306554375106,3,3,307,2325.3929708004,3.7581933730318346,0.31172683081973485
3.765151862596414,0.39220897003480726,3,3,310,2337.487205505371,3.7531196110687874,0.301257982916169
3.7559588832140873,0.4501847250622434,3,3,316,2356.9989664554596,3.743193611759494,0.34188528830412646
3.7624054555380653,0.47029671221435543,3,3,319,2371.152752637863,3.755419066230398,0.32617475252146033
3.760135628879904,0.49699061951853885,3,3,321,2383.648080587387,3.7476950923926378,0.38635190718530527
3.758995394588964,0.49838954367705934,3,3,322,2394.5439348220825,3.7475055403769453,0.3932303831447767
3.76793445403409,0.4966161643389356,3,3,325,2410.310986995697,3.759354182344315,0.3661907449656561
3.7519605496845343,0.4991601863644221,3,3,328,2422.592185497284,3.736260745557731,0.405467890083686
3.7663413816064164,0.5,3,3,329,2434.421940803528,3.7557138156883414,0.4109338453300123
3.7548233714317463,0.5,3,3,332,2456.0104026794434,3.7437120595035225,0.4262412699967374
3.740044598150845,0.5,3,3,336,2468.1969583034515,3.7234715957973457,0.4671970658692052
3.7555372391339343,0.5,3,3,341,2496.422288417816,3.7433901487624244,0.498767084195322
3.7587114401593515,0.5,3,3,346,2506.6055431365967,3.7474526170787366,0.5
3.7475496578065544,0.5,3,3,349,2539.138659954071,3.7319499550567303,0.4999881022542512
3.759328496126366,0.5,3,3,357,2556.85169005394,3.7485075484043526,0.5
3.7548301815658434,0.49891631837442296,3,3,359,2572.9649946689606,3.736301391054665,0.5
3.771066844900515,0.5,3,3,362,2584.8146686553955,3.744734740033561,0.5
3.763016837476727,0.46921373348759754,3,3,365,2602.890724658966,3.7314030162453724,0.5
3.7507047663896733,0.46766683937580666,3,3,367,2609.262451171875,3.7344696288094807,0.5
3.7453047877725836,0.3746746117428368,3,3,374,2634.799703359604,3.718934942884007,0.5
3.7563454760960644,0.39932496752053864,3,3,376,2647.6169068813324,3.7392416604814374,0.5
3.7598688002347282,0.32065528350796824,3,3,380,2659.2498767375946,3.751040938211401,0.4999999971181305
3.7516264906340524,0.31324757226344424,3,3,381,2672.818659067154,3.7377559264358284,0.49996840577820106
3.7656732706324263,0.36049055163026844,3,3,387,2682.8513951301575,3.7581620248027816,0.49368969919449135
3.7435831573402885,0.35298751824478913,3,3,390,2695.2620182037354,3.7142861655093773,0.48668082903575816
3.732953330375971,0.39593788737165936,3,3,391,2708.735615968704,3.7045476013829948,0.4902867245502345
3.760703983709077,0.43576775257689404,3,3,393,2718.8100152015686,3.7399301582965103,0.4990597316085923
3.7626535118743387,0.440683292808594,3,3,395,2729.586191892624,3.753305092556744,0.4999516349363075
3.755308185325439,0.4645097878620804,3,3,398,2746.030554294586,3.741078952727538,0.5
3.6983607206850637,0.4996931779117124,3,3,402,2757.46124124527,3.683715309670685,0.5
3.6953809884687816,0.49922763912531476,3,3,406,2770.6478118896484,3.649180314732333,0.5
3.6799591213889715,0.4994661480561464,3,3,409,2784.708304166794,3.6679225395352217,0.5
3.6979354984177046,0.49717671830727717,3,3,410,2794.8829984664917,3.679265052356975,0.5
3.7171816718681834,0.49995993627699914,3,3,412,2806.315489768982,3.697313511895716,0.4910442171357661
3.6882718609037086,0.4996861042522943,3,3,414,2816.642420530319,3.6618372597746265,0.4931473489587236
3.7045334216185855,0.48914484720705154,3,3,421,2826.9154710769653,3.673203621676472,0.49984500054367675
3.7071363473526784,0.4999632785043388,3,3,424,2845.7404961586,3.6721741915013686,0.49945431036167315
3.6807888093626975,0.4995838817832998,3,3,429,2860.5011417865753,3.6413219896641307,0.5
3.7057934367767014,0.49668110007634314,3,3,436,2874.5635225772858,3.6809024857552304,0.5
3.7115747260614307,0.4607817936969008,3,3,439,2885.938802242279,3.6838975868757693,0.5
3.6935652419189173,0.43392936252094794,3,3,447,2898.220978975296,3.6637948836883023,0.49949390859475185
3.7189352105956095,0.43650034985329844,3,3,448,2914.286613225937,3.699049941251438,0.4998956527800067
3.7146090945848695,0.44210206325539914,3,3,453,2925.3884336948395,3.697616953914208,0.498275912461247
3.704341681009435,0.4582623311385686,3,3,459,2939.2986223697662,3.680854482645938,0.5
3.6776579667131566,0.46890325240569747,3,3,461,2952.2728753089905,3.6437676999595645,0.4999996281567727
3.6618873227601396,0.4782488117799073,3,3,466,2968.5437808036804,3.628997091180406,0.5
3.6874877321043984,0.499352845059334,3,3,471,2978.6744425296783,3.663205270346663,0.5
3.688711591176416,0.4998497792358204,3,3,472,2988.894049882889,3.6625886619498362,0.5
3.700475924606049,0.5,3,3,475,3013.096226453781,3.673528653444353,0.5
3.6907652202915657,0.49985880824630147,3,3,478,3023.5707597732544,3.6636844441138443,0.5
3.6883509537980483,0.4999079813725661,3,3,481,3036.725822210312,3.6614948662943103,0.5
3.6847447860145537,0.4998672991870834,3,3,484,3057.5599977970123,3.6549552796115448,0.5
3.701817103232611,0.5,3,3,486,3080.84828209877,3.6753954484022406,0.5
3.667294542129796,0.5,3,3,492,3097.2251081466675,3.633847932655322,0.5
